title,price,link
Mobile Phone Repair Opening Tool Kit Screwdriver Set For iPhone iPad SamsungOpens in a new window or tab,$8.15,https://www.ebay.com/itm/358219332332?_skw=mobile+repair&itmmeta=01KQH0T8HJ2PHPYMZEFY90Y5W8&hash=item5367893aec:g:JVcAAeSwPxNpkQDg&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xACLHJDfyFUlejGRCJN6TajFDwbVwDrpqszjXsKFpMaqry7Wjmhc9X%2BWF6emx6CcgYdvAJMQ%2BuP3RQ%2BJMxMF6KPm2YjGLodK5ZGWMSjyvvG1TAqHrfyS9UuWeMxeIDsWAlCeikajnO%2Fcrj5S5CElX2FIT%2B01KVQGLj0szwRu%2FDIP%2FwflZoKxTacvLsGrmHj%2FzpKoCg0Izc6PWPTxlVGjN8ryJ90GGz9818kUaQ6X1Bq8de%2Fm%2BOFU%2Fx2Io0O7lfLw2%2BeYwPu%2FE%2FJOVjUoiUNpKgVyu94yd1yj9sOfbRWj3HIYw%3D%3D%7Ctkp%3ABk9SR5KJ6aC8Zw
Phone Screen Repair adhesive Quick dry glue for mobile tablet and smartwatch LCDOpens in a new window or tab,$4.90,https://www.ebay.com/itm/306541061587?_skw=mobile+repair&itmmeta=01KQH0T8HJTJ7RF9V84XTCYFVE&hash=item475f4565d3:g:2XsAAeSwUD1ntXDN&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xC6E8NfLGvPw71SEP3W%2BLs9BL%2FHzD%2F9RJpfwE%2BBSzUNjxyjoF3b8EWk935cvB7SSDs6oaA1DxCu9T9T63Vvt3uzsfXIdYQ5NHQHbI8M82n4ndLYJYBduhNDb0ByDkxqNU%2FDpWwJje0PJCCGZDL8rG6FMHiffSSTUxUfUc3tY%2Bw0wlqki0I%2BOsboia1sObleQCdNXKD5w7hEku%2BHB80n3qayNbGV4zSDFkT1%2FbWQcHLz7zVdMfqKrwDjZGf4CpVo46Y%3D%7Ctkp%3ABk9SR5KJ6aC8Zw
Portable Inductance Tester for Mobile Phone Repair and Circuit Board TestingOpens in a new window or tab,$7.33,https://www.ebay.com/itm/358486106903?_skw=mobile+repair&itmmeta=01KQH0T8HK4N0R9089KFZ4RHSB&hash=item53776fe317:g:56YAAeSwLFVp7M8i&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xA0vj%2B4Scm8IlM2NSEUr21CC%2BxIl8f67N%2Fam3ud2IYc53uRdnoKE1PdDyS9%2FPeHZ05CkWPKnVsJ4Qg%2FLM3aysM26UsxGQK8V8rZPegbjQVOtX6EgJdPpwHdsuRjjLttUhWNEp8E3b5o9eHk8U%2FZFwy6z6Nd4S3mBgR4HOWrA%2FNYWWiAiRZgslUoBmbmV3an9nNAOHM%2F9xDrAkBrxJtvBIwsxGgvwfL2m6bazNLeoOYGaXUqTVWvlx1vjhAoYTnmopo%3D%7Ctkp%3ABk9SR5KJ6aC8Zw
Unlock Tool 6 Hours License | Mobile Repair / Flash / Unlock | GSM Tool RentalOpens in a new window or tab,$4.45,https://www.ebay.com/itm/389801685920?_skw=mobile+repair&itmmeta=01KQH0T8HKDZZSFPCM7458M9NB&hash=item5ac1fdb3a0:g:27UAAeSw9wtp5M90&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDmp9RG73VnXTeAZQw%2Bxz3TO6f3EoGfaeW6F2RpLP5sKALz1V0F4VdGMtSuU5PE7vbrZOl6IrSwtp2oPAVQlv4jrIpBvR%2FIa%2F5aihFzzIjuV2al8wtBCtzNeoax6CnxDZzm0jaA4H4Iky2LKp6BqIzpbQmmbbdJf5BfBerSaFzQhhe6ig3Xz1n2ygHqnBxngd036oK9zAxwhjZNfOQDC0a4vuojueDTWhbL2WPyo3Y9dSxl8OSJrbnR48H0LapcgIw%3D%7Ctkp%3ABk9SR5KJ6aC8Zw
Mobile Phone Repair Tool Screwdrivers W/ 5 Bits Set For iphone5 6 Motorola NokiaOpens in a new window or tab,$4.02,https://www.ebay.com/itm/198261929451?_skw=mobile+repair&itmmeta=01KQH0T8HKNCFME7JA81QCJGZA&hash=item2e2954f5eb:g:ZgQAAeSw5yBp1Mcm&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBUeZSopxZy0GjEv72E7pk%2BYykLpPDakXPWKjoFLwLY48Uc6Tyb0sqGSME0BFf2913ssluvLHBX2%2FtBlVky5X806vxe9kfsQRXPUfMIW9W%2BedYMkQNtfwL4RniMFe0PrX7hE5hxp%2BwXZVVfvgLYNeWESsghCCrZBsc27mylHr41BkHmOIH8lyARVaJulvwFlhMilzDLaqorSp%2BMYoIIFsAnGozYDIFjHr1EXSJ3nNL4jJckfdJLz%2FxNNLljzozu2OZLdaI7gfUcOR7K3wIWTeVLAs8kgNdfeV9tRUuqgTeWgA%3D%3D%7Ctkp%3ABk9SR5KJ6aC8Zw
For T-Mobile Revvl 4+ Plus 5062W LCD Touch Screen Digitizer Replacement FrameOpens in a new window or tab,$22.98,https://www.ebay.com/itm/335857536325?_skw=mobile+repair&itmmeta=01KQH0T8HKJZFY22FVKSBS6861&hash=item4e32ab4d45:g:9kYAAOSwr2ln0QZW&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xBRND0LILq2eIXuE2cvlbScasRCzWxJqgKsp871926IpXemDjh2iS%2FIHf52y8tjmpJuyVTekafHCebPfrJ4fh5UrYDjHuB7kf6VPhronXzliF1uIqYUONUMD19CXWD6MPt5NQF3H0nlWlx00jZqpHy%2BB%2BQSvLq7%2FQRhPZtD%2FWkT6BZsxcLIzPKCDiEicb%2F9kwnmKQ3e1v7UKe%2F9lUW5sg%2BJtamgou0MSL65AEVP014LqQ%3D%3D%7Ctkp%3ABlBMUJSJ6aC8Zw
For T-Mobile Revvl 7 5G TMRV075G LCD Touch Screen Digitizer Display Frame ToolsOpens in a new window or tab,$27.98,https://www.ebay.com/itm/335834411141?_skw=mobile+repair&itmmeta=01KQH0T8HKEG9487PNB9E2EJ1E&hash=item4e314a7085:g:JS4AAOSwp0Nnv9Wh&itmprp=enc%3AAQALAAAAwGfYFPkwiKCW4ZNSs2u11xAPGuefZqR03UzUdYC6wwWJkXRfNcpWx%2FuY4ukLfqCGzRcno6vUftxr%2F49fdBWRBfhd%2FusEZbTG9C%2Bk1NHZgjHYVHtXmp5lfwDYrOqVlRBabs761DYKpoY6ifAqm%2BPGmpCg5w7dFQQrIk%2BqTnzHQ2b2azadnRgnN3hdQtjyXt36rM8TIOUKxYMwRvmuUEn8qBUqwymwZCZ5yGrLw2JxXcd81YhclvAO%2B727Gazi38hCyA%3D%3D%7Ctkp%3ABlBMUJSJ6aC8Zw
Mobile Phone Repair Tool Kit Screwdriver Set for Tablet Screen Battery OpeningOpens in a new window or tab,$11.49|$34.99,https://www.ebay.com/itm/406813888903?_skw=mobile+repair&itmmeta=01KQH0T8HK5H4NQ7P0NAV9D2TA&hash=item5eb7ff5187:g:-sQAAeSwUatpykGt&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDK0z2p32JYmDP7MnjRYKa6JqNw1GNyvmIst71Vvhb3E%2BjkSVgg2PSo4XlyIshnjy0rVbxCXm1LfzfjmMMBauWb8YlfCXss4DTfpz7KSloHl4kD8VkWNtHeNvjAJgKdIR4OAojlOM2gvrGepb32rVttmEkVb%2BqvrrrsIJs2adQTKa4nZ3XPtgfF4X0cXUCXc4Nz4WWHrXTxdpZGSrUpV2cLIjs9nJ0Z4UE9HYgnlwCb1sDHh47VgQBnjhxdN7shEGedfhycv%2ByobwoXBl45xoQZRQUvxe3H2HXEMFjGPROxYA%3D%3D%7Ctkp%3ABFBMlInpoLxn
11 in 1 Mobile Repair Opening Tool Kit  Pry Screwdriver For iPhone Cell PhoneOpens in a new window or tab,$2.32,https://www.ebay.com/itm/375579441181?_skw=mobile+repair&itmmeta=01KQH0T8HKJ5AKJDQTBCT9MJAD&hash=item577247781d:g:eZ4AAOSwwHBkOLni&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDFtDl1TsOvql7MUbkSJuQwPxhzcnhsP%2FLguXWDhwSPN%2BRyRjtC1KbXPqIBQVjyt4s%2F%2BN10vVJVDCt%2BzUQD1SmQLcn4b%2F7ansiKLfWVZNm4lbDy15wzwceCMGJu4U4MMkm%2BQ9T9ENwgNQhcAQjTgD3FNk9A5plGIksklc3pEAVsuHldXaTX1iEaLDT9Lz9gNVK54WArHuG8GxgnTkvqo5J974qfU4ryF4eVz0mDmyL3MIb0Seq%2FvRNDRl%2BuR4jnR0g%3D%7Ctkp%3ABk9SR5SJ6aC8Zw
Opening Spudger Pry Tool Metal for Mobile Phones Tablet iPhone iPod Repair SteelOpens in a new window or tab,$1.42,https://www.ebay.com/itm/313918675285?_skw=mobile+repair&itmmeta=01KQH0T8HK1HPAES1CXNTD1K64&hash=item491702d955:g:fHAAAOSwfGFiDI4z&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBzbI7zudoX14FPoKc1KBE9pU8Zeos%2BVk%2FBa2dExdYbkUTtrrM6HvEY4tgzO6ph8DKaONO%2BEBug67puBCmHzBR%2FPRhTykReNJbnCwV7nn2UnfNqJEawjfftHwVADGUqlSsajdTUwVBAeHfHPUNIiZdfN6NTmUJ0uYgMBnMNw6mYET4QHKu5O8I7hHpyGxAhP7J6Cr1gIcSRqeuP86vJw5tykNwufEbqnE43lQf74h1eO7wL9fmPxVSULmaxw33z20TIpqN4s6GvJW4hLTbK2vLxMqRUaPYIMy6tyeqZkG%2BJIA%3D%3D%7Ctkp%3ABk9SR5SJ6aC8Zw
8Pcs Ultra Thin IC Chip CPU NAND Blade 8pcs Mobile Phone Repair Opening ToolsOpens in a new window or tab,$4.95,https://www.ebay.com/itm/354928496072?_skw=mobile+repair&itmmeta=01KQH0T8HK44RBEQV12JVT5JEJ&hash=item52a3630dc8:g:k9YAAOSwSslkffHK&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAfJqOxBvuLIvh5fCVbjwlhZTD%2F08gZ7xLhMEl%2B7yP%2BvJ6jy2pOHUKhAu1AibwCVmomvz%2BeSrrt9xcQoQdG3COskoQguMmus9YHRewsveDX82Ca59P8OfwpgmrcdwF%2FqBf%2FBxgpcSNTvhC2tcT3tLrRAcoko08akzxMMt5EqRvatz1ZzqfYEAencYW%2FK3PTqtmTYUk4QPveedm2deelkFGTKIRS3O9Q5Jb80E%2BJATusHyz8QT8KKxFodmnJbxMR9eC3zJi9yiBw3NkaPu7j8xrwIvQ8bkJJ6%2FPtr70p%2BkYKIg%3D%3D%7Ctkp%3ABk9SR5SJ6aC8Zw
Magnetic Screw Mat for Mobile & Laptop Repair - Universal Storage PadOpens in a new window or tab,$5.16,https://www.ebay.com/itm/314927690415?_skw=mobile+repair&itmmeta=01KQH0T8HK7TARHJPPP8JT3QR7&hash=item49532732af:g:X~QAAOSwlgVl6aXv&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xB4Qd9HVrXVGPLRwN3llSlmvUDuZE6dwwGtahYRmms5gYP51MD9HJc9GLXzk52k4UxDtwYYEHg%2F9rxeuXfw50ELAP43c5%2B6wlNrNos4t9Vf040hTHoIyAwiQjbkopKNvQ9QfJAbAeH%2BkLKyNfR3jzDr1ToIEWBEWQtuXr2%2BRXU0P4fRJPYVkaMHySwQ1E9%2B4qar3FgJZo1dPOt%2B7U%2FgrLh6zllBKUNdx0oO4b01ZE2JIVLvnvZ8OMxlEWgs0nJInU4%3D%7Ctkp%3ABk9SR5SJ6aC8Zw
"SMD Tweezers Ultra Fine  Great for Electronics, Watch & Mobile Repair, and MoreOpens in a new window or tab",,https://www.ebay.com/itm/314271105747?_skw=mobile+repair&itmmeta=01KQH0T8HK5N58Q38T5BRG8SN8&hash=item492c0482d3:g:8QwAAOSwbSJkeNc2&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xD32hUiL2T7EnDlr09kzLa3NqbH7yfpNfSoONIngyhQueWc3gSJ%2BwKtxZAcXrktj%2FRH17aWjnHtBnU%2FX0742rcArk2z1d9EF5pp%2FvzJkfxtd1k3EJUsPkSUecdtBp8ni9blWMfrg%2BxdcQN2HLMDE8XCXvz2QTL2Da7WFJjQhc%2BhjwjWg8X3d03LzkKeVylao99SBy8D%2BqmXq27D9%2B4eTx881XDgTxZ0L0PntrGrpUMJ5bRVL85jX33jwNAvXdoQbt9vIOLGCrwoJHGd0oG406E2h11n7FIKo8BZ13MK148ddg%3D%3D%7Ctkp%3ABk9SR5SJ6aC8Zw
Universal Mobile Phone LCD Screen Separator iPhone XS Glass Removal Repair ToolOpens in a new window or tab,$46.95,https://www.ebay.com/itm/325310299168?_skw=mobile+repair&itmmeta=01KQH0T8HKCD4NVWAB0FHJ2SHC&hash=item4bbe013c20:g:ndMAAOSwTcZj75ET&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBBRZwjArMVjNquAhOXNNav1aiszKK72AJEzc4NPQWEF%2BP1KZ4eg9El%2B%2FlyQyO%2FPCVq1%2BnPhDnFz8V5s0JiZt%2B2VeXdzcLYnca31Bv4Lax310pFeZsAk9CiD%2F25djbuTTShhsatiWlF26DbYOn8BildzNMkZVwuUr9YmXGHRLluUGyX6kNlzRZCQzg1u%2BGm9U7FvBkZwt1mPvBKopXWwZyfXN2Zuo129cRe9QFAOO68oy8Y1yIibobsuPto94QczuQ%3D%7Ctkp%3ABk9SR5SJ6aC8Zw
"3 in 1 Mini Screwdriver Tool Repair set keyring for Watch, Glasses, Mobile PhoneOpens in a new window or tab",$3.39,https://www.ebay.com/itm/315441554409?_skw=mobile+repair&itmmeta=01KQH0T8HK4RJ79DQT10AM90PS&hash=item4971c823e9:g:uMQAAOSwsElmbYc6&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCjJLgoMsHO9D9Au4YRrylJagCOiYVTFii0AsJaJwqBLZRpqzYhlyuyBQ9AmSCqvbhchNN3TG0SqXkZJUzMQzBEYSnD14n7ff02oBywGOYsJCEg%2BakpDgB0ws4qziNBbfjZwi5mFL6Q%2FMeq37hy2uLTg2uNPqRcMcIlnpeUMjoatE6qFSbRCleDEAdqiybiSMl2WhaVSbXrzi3pGNiWq6Yk1Nc9fpwY17I0wFqblMil8mKQRZxNzCYzrdlK2zrilcZYZGjkxkN3gVDaQwXcYy0hHWpiBlFHt1DluSspNsOqnw%3D%3D%7Ctkp%3ABk9SR5SJ6aC8Zw
5pcs Precision Torx Screwdriver Set T2+T3+T4+T5+T6 Repair Tool For Mobile PhonesOpens in a new window or tab,$1.55,https://www.ebay.com/itm/406605920021?_skw=mobile+repair&itmmeta=01KQH0T8HK1RM46BYKJWSPHPSN&hash=item5eab99f715:g:LjIAAOSwOsFmq6i~&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xC34Y1WEC3g%2FU%2FuvYpzijfgbXgB4oDGhLXWOAABQ9yuVsT%2FeBO%2FqHRdL2Phi3mrnJFFQ3bFNC1MpeFdHUAclcWjpYwKEj5slYVrVmjuoB7fbQzQU066Q5RoljvdMTwnke3n96OuirlMhjOqYdqqziagW9CxgdziE1cADn7Te9Amkpm40ZpI0YOeg5rjKXDT1mYa2LLAWMB%2BO7dumNsz5sf4ENHXpW8y%2FzuLtMNtkgUALMYtoIkelzh%2BpBKK9wtV5jRMoCvyhIRfZBEapRT7oWg1QRYmIhGjegWe5fum8vZcCA%3D%3D%7Ctkp%3ABk9SR5SJ6aC8Zw
"Universal Mobile Phone LCD Screen Open Separator Machine, Heat Free Repair ToolOpens in a new window or tab",$37.59,https://www.ebay.com/itm/317816399898?_skw=mobile+repair&itmmeta=01KQH0T8HKRET47YVZNZ8ZEYVH&hash=item49ff55681a:g:FXQAAeSwXflpexHM&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBXEewUf%2BRaKv%2B0IabqR6HTm6rZ9TNiqG4%2FkIdXdLEonSWd4vmBpRVhIIriulabK0v012o3%2BiZE%2BijBj3Ub0w4s2iOj4LYuOz3sfdmX14sE2biggjWMZsOtj8paFUYXQxIxhATwQm9akZigoRQw5IUTZ3a1uYJpMwocJKk625vKmc0cbjdSkWetLUHgNWsBXBphik3CBWvxQACk3iBQNNJ4K2Lz09sm5aEdjIvAAtSGW2hDi%2Ba3EJ1N%2FZ3HBalOxIQ%3D%7Ctkp%3ABk9SR5SJ6aC8Zw
Mobile Phone LCD Screen Sucktion Side Open Separator Machine Tool Heating RepairOpens in a new window or tab,$30.47,https://www.ebay.com/itm/317666884636?_skw=mobile+repair&itmmeta=01KQH0T8HK0VF2RMBP7KT09XYD&hash=item49f66bfc1c:g:-YgAAOSw0CVna9xx&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAwNL1k%2F15uHtNUPs6JXw2NQlVLW7zjivaVA%2FLA%2F8%2By5JF9Tqr2OAEKLSSQgh0hG0hYWsRZbbCAlyCaCjWqLJlQs6PdIyKZk3%2FArLa1WITw4JQ6PXKcMMT4sGdNXuvCDrTYym0nvU4x1W8Rv1BoGcr%2BYLlykB8dMhbCcWJOwC%2BALSBtzZvbEXatnjSo%2BKzAjsdwoPTm82hETwLerWs%2Fc5QBmJmXR5YLroRUfPue3s0seByrXsViCGaBSYZluU5fgaqU4bOQX%2Bo7ZU5SsUnKB%2B6d0ZpsOMynXTpjYEhQ03G8Qw%3D%3D%7Ctkp%3ABk9SR5SJ6aC8Zw
22 In 1 Iphone Smart Phone Mobile Repair Opening Tool Kit Set Pry ScrewdriverOpens in a new window or tab,$12.90,https://www.ebay.com/itm/206006238138?_skw=mobile+repair&itmmeta=01KQH0T8HKKNMNP33HXT6DQXQN&hash=item2ff6edbbba:g:SacAAeSwRadpa-3V&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xChepYjT%2FA0aVqeyS4skMGctvifs1rzX86GfB2G4s87mUbdn7mriWpLwFwJkwXuhOGfjL0F4fbFvBei%2F4gYZfzGgJTwto2usSl6nouNHMATuk%2FptpxzGa%2F5QvOZsvhiyrmNgR5lA%2Bmx8CrsRBXkKiwUukcEpOSdKsrFtzj6jaFglBLZ8URTcdRkk%2BpvqnCtmWJT1B2RrHKV3XrMV%2BzNzBdZftOptAHFOZrA3Jz8htr7RUVfUY30VnQMBFXFuqVsG5IDeG24IiQ5UJNo8OMgMwyb8B6Oj8gx685gO0G522umpA%3D%3D%7Ctkp%3ABk9SR5SJ6aC8Zw
