image_src,product_url,title,image_src,product_name,qty,number_of_lists,price,min_price,max_price,average_price,profit_margin_2,max_order_qty,rating,img_src,avg_price,reviews,reorder
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductfull-series-of-waterproof-adhesive-for-mobile-phones-p-1630019405688090624html,ListAdd to My ProductsFull Series Of Waterproof Adhesive For Mobile PhonesLists: 391$6.13-7.74QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsfull Series Of Waterproof Adhesive,,1,6.935,6.13,7.74,6.9350000000000005,0.8050000000000006,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,6.9350000000000005,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductvertical-wireless-charger-supports-qi-charging-suitable-for---mobile-phones-p-1371754356415795200html,"ListAdd to My ProductsVertical Wireless Charger Supports QI Charging, Suitable For   Mobile PhonesLists: 387$3.35QTY",https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsvertical Wireless Charger Supports Qi,,1,3.35,3.35,3.35,3.35,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,3.35,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproducthigh-definition-tempered-film-for-high-end-spot-mobile-phones-p-1450305602059374592html,ListAdd to My ProductsHigh-definition Tempered Film For High-end Spot Mobile PhonesLists: 382$1.04QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productshigh-definition Tempered Film For High-end,,1,1.04,1.04,1.04,1.04,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,1.04,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductcompatible-with-apple--waterproof-mobile-phone-case-suitable-for-all-types-of-mobile-phones-p-1422101719474638848html,"ListAdd to My ProductsCompatible with Apple , Waterproof Mobile Phone Case Suitable For All Types Of Mobile PhonesLists: 348$3.94-6.30QTY",https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productscompatible With Apple Waterproof Mobile,,1,5.12,3.94,6.3,5.12,1.1800000000000002,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,5.12,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductmobile-phone-dual-charge-wireless-charger-supports-fast-charging-of-two-mobile-phones--wireless-charger-p-1398113853656666112html,ListAdd to My ProductsMobile Phone Dual-charge Wireless Charger Supports Fast Charging Of Two Mobile Phones  Wireless ChargerLists: 318$11.22QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsmobile Phone Dual-charge Wireless Charger,,1,11.22,11.22,11.22,11.22,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,11.22,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductsmart-wireless-charging-for-mobile-phones-p-d1900a8b-ebef-4965-98ea-f0d7663a2f37html,ListAdd to My ProductsSmart Wireless Charging For Mobile PhonesLists: 254$14.44QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productssmart Wireless Charging For Mobile,,1,14.44,14.44,14.44,14.44,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,14.44,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductthree-in-one-charging-cable-for-mobile-phones-p-4b2e845a-77fc-44c7-b7f6-c8f745cd74behtml,ListAdd to My ProductsThree-in-one charging cable for mobile phonesLists: 250$0.82QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsthree-in-one Charging Cable For Mobile,,1,0.82,0.82,0.82,0.82,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,0.82,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductthin-and-portable-portable-battery-for-mobile-phones-p-1729730611109171200html,ListAdd to My ProductsThin And Portable Portable Battery For Mobile PhonesLists: 227$3.69-6.30QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsthin And Portable Portable Battery,,1,4.995,3.69,6.3,4.995,1.3050000000000002,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,4.995,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductthe-usb-charger-is-suitable-for-huawei-and-xiaomi-mobile-phones-us-europe-and-uk-wall-charger-plugs-p-1383971214913048576html,"ListAdd to My ProductsThe USB Charger Is Suitable For Huawei And Xiaomi Mobile Phones, US, Europe And UK Wall Charger PlugsLists: 166$2.07QTY",https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsthe Usb Charger Is Suitable,,1,2.07,2.07,2.07,2.07,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,2.07,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductanti-scratch-carbon-fiber-rear-film-for-mobile-phones-p-1687645552621658112html,ListAdd to My ProductsAnti Scratch Carbon Fiber Rear Film For Mobile PhonesLists: 140$0.06QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsanti Scratch Carbon Fiber Rear,,1,0.06,0.06,0.06,0.06,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,0.06,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductanti-electromagnetic-wave-stickers-for-mobile-phones-p-01077179-cddf-4ded-ae61-e8ca84ef3edfhtml,ListAdd to My ProductsAnti-electromagnetic wave stickers for mobile phonesLists: 125$1.37QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsanti-electromagnetic Wave Stickers For Mobile,,1,1.37,1.37,1.37,1.37,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,1.37,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductweaving-type-c-data-cable-for-fast-charging-of-mobile-phones-p-1743879816438358016html,ListAdd to My ProductsWeaving Type-C Data Cable For Fast Charging Of Mobile PhonesLists: 122$0.55-0.79QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsweaving Type-c Data Cable For,,1,0.67,0.55,0.79,0.67,0.12,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,0.67,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductuniversal-multi-function-live-broadcast-stand-for-mobile-phones-p-1418113794164527104html,ListAdd to My ProductsUniversal Multi-function Live Broadcast Stand For Mobile PhonesLists: 121$5.59-5.88QTYVideo GalleryTonnes of videos with an immersive experience.,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsuniversal Multi-function Live Broadcast Stand,,1,5.735,5.59,5.88,5.734999999999999,0.14499999999999957,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,5.734999999999999,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductfdgao-15w-infrared-touch-sensor-car-wireless-charger-is-suitable-for-wireless-charging-mobile-phones-universal-p-1390912662338146304html,ListAdd to My ProductsFdgao 15W Infrared Touch Sensor Car Wireless Charger Is Suitable For Wireless Charging Mobile Phones UniversalLists: 121$8.83QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsfdgao 15w Infrared Touch Sensor,,1,8.83,8.83,8.83,8.83,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,8.83,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductfdgao-18w-fast-charging-plug-pd-fast-charging-usb-typ-c-dual-port-charging-suitable-for-apple-12-mobile-phones-p-1384680287966990336html,ListAdd to My ProductsFDGAO 18W Fast Charging Plug PD Fast Charging USB Typ-C Dual Port Charging Suitable For Apple 12 Mobile PhonesLists: 118$2.97QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsfdgao 18w Fast Charging Plug,,1,2.97,2.97,2.97,2.97,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,2.97,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductwrist-strap-crossbody-chain-protective-case-for-mobile-phones-p-1518410579566931968html,ListAdd to My ProductsWrist Strap Crossbody Chain Protective Case For Mobile PhonesLists: 100$4.12QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productswrist Strap Crossbody Chain Protective,,1,4.12,4.12,4.12,4.12,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,4.12,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductuniversal-portable-auxiliary-grip-for-mobile-phones-p-1504994018080600064html,ListAdd to My ProductsUniversal Portable Auxiliary Grip For Mobile PhonesLists: 90$0.59QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsuniversal Portable Auxiliary Grip For,,1,0.59,0.59,0.59,0.59,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,0.59,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductsupports-10-mobile-phones-and-fast-charge-at-the-same-time-usb-multi-port-charger-smart-charging-set-p-1575118210695966720html,ListAdd to My ProductsSupports 10 Mobile Phones And Fast Charge At The Same Time USB Multi-port Charger Smart Charging SetLists: 82$5.44QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productssupports 10 Mobile Phones And,,1,5.44,5.44,5.44,5.44,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,5.44,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductthree-in-one-walking-universal-game-handle-for-mobile-phones-p-1461173153001771008html,ListAdd to My ProductsThree In One Walking Universal Game Handle For Mobile PhonesLists: 80$0.77QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsthree In One Walking Universal,,1,0.77,0.77,0.77,0.77,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,0.77,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductwith-cable-four-wire-solar-energy-portable-battery-for-mobile-phones-p-2407201428441622700html,ListAdd to My ProductsWith Cable Four-wire Solar Energy Portable Battery For Mobile PhonesLists: 80$4.70QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productswith Cable Four-wire Solar Energy,,1,4.7,4.7,4.7,4.7,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,4.7,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductwith-cable-integrated-super-large-capacity-portable-battery-for-mobile-phones-p-2411190845531612800html,ListAdd to My ProductsWith Cable Integrated Super Large Capacity Portable Battery For Mobile PhonesLists: 71$14.06-24.26QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productswith Cable Integrated Super Large,,1,19.16,14.06,24.26,19.16,5.1,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,19.16,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductland-rover-discovery-god-line-is-suitable-for-car-wireless-charger-fast-charging-free-wireless-charging-for-mobile-phones-p-1407148561195470848html,"ListAdd to My ProductsLand Rover Discovery God Line Is Suitable For Car Wireless Charger, Fast Charging, Free Wireless Charging For Mobile PhonesLists: 64$34.40QTY",https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsland Rover Discovery God Line,,1,34.4,34.4,34.4,34.4,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,34.4,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproduct18x-high-definition-external-telephoto-lens-for-mobile-phones-p-2408240740301604000html,ListAdd to My Products18x High-definition External Telephoto Lens For Mobile PhonesLists: 54$4.53-5.14QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Products18x High-definition External Telephoto Lens,,1,4.835,4.53,5.14,4.835,0.3049999999999997,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,4.835,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductsuper-fast-charge-two-way-portable-battery-for-mobile-phones-intelligent-digital-display-multi-port-p-2411160350131624400html,ListAdd to My ProductsSuper Fast Charge Two-way Portable Battery For Mobile Phones Intelligent Digital Display Multi-portLists: 49$7.13-7.79QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productssuper Fast Charge Two-way Portable,,1,7.46,7.13,7.79,7.46,0.33000000000000007,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,7.46,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductbicycle-motor-bike-360-waterproof-phone-case-mount-holder-for-all-mobile-phones-p-1910249066734342145html,ListAdd to My ProductsBicycle Motor Bike 360 Waterproof Phone Case Mount Holder For All Mobile PhonesLists: 12Free$7.14QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsbicycle Motor Bike 360 Waterproof,,1,7.14,7.14,7.14,7.14,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,7.14,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductlarge-capacity-digital-display-fast-charge-portable-with-cable-portable-battery-for-mobile-phones-p-2410190807151625500html,ListAdd to My ProductsLarge Capacity Digital Display Fast Charge Portable With Cable Portable Battery For Mobile PhonesLists: 12$15.26-21.89QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productslarge Capacity Digital Display Fast,,1,18.575,15.26,21.89,18.575,3.3149999999999995,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,18.575,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductrhinestone-lens-protector-for-mobile-phones-p-2503171008381610700html,ListAdd to My ProductsRhinestone Lens Protector For Mobile PhonesLists: 5$0.96-1.42QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsrhinestone Lens Protector For Mobile,,1,1.19,0.96,1.42,1.19,0.22999999999999998,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,1.19,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductuniversal-adjust-360-mobile-phone-stand-desktop-holder-for-mobile-phones-uk-p-1917457260801982466html,ListAdd to My ProductsUniversal Adjust 360 Mobile Phone Stand Desktop Holder. For Mobile Phones UKList: 1Free$13.70QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsuniversal Adjust 360 Mobile Phone,,1,13.7,13.7,13.7,13.7,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,13.7,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproduct30000mah-romoss-sense-82b-power-bank-portable-external-battery-with-qc-two-way-fast-charging-portable-charger-for-phones-tablet-p-71ade93b-75be-4ec2-80a5-be88066456e0html,ListAdd to My Products30000mAh ROMOSS Sense 8+ Power Bank Portable External Battery With QC Two-way Fast Charging Portable Charger For Phones TabletLists: 994$18.65QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Products30000mah Romoss Sense 8 Power,,1,18.65,18.65,18.65,18.65,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,18.65,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductwireless-charger-three-in-one-wireless-charger-for--phones-and-watches-p-6a4d352a-d34a-4ce5-a8d2-4d10501a3f2fhtml,ListAdd to My ProductsWireless charger Three-in-one wireless charger for  phones and watchesLists: 685$11.77QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productswireless Charger Three-in-one Wireless Charger,,1,11.77,11.77,11.77,11.77,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,11.77,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductoptical-8x-telescopic-lens-for-phones-p-36a9a6c8-052c-4e9a-95c3-fa819a355024html,ListAdd to My ProductsOptical 8X Telescopic Lens For PhonesLists: 662$3.03QTY,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsoptical 8x Telescopic Lens For,,1,3.03,3.03,3.03,3.03,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,3.03,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Httpswwwcjdropshippingcomproductmagnetic-wireless-charging-for-various-phones-p-61a643b0-0a9c-44a9-aa53-fa26ae7e1540html,ListAdd to My ProductsMagnetic Wireless Charging For Various PhonesLists: 449$9.78QTYVideo GalleryTonnes of videos with an immersive experience.,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Listadd To My Productsmagnetic Wireless Charging For Various,,1,9.78,9.78,9.78,9.78,0.0,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,9.78,20,1
