image_src,product_url,title,image_src,product_name,qty,number_of_lists,price,title,min_price,max_price,average_price,profit_margin_2,Title,max_order_qty,rating,img_src,avg_price,reviews,reorder
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/full-series-of-waterproof-adhesive-for-mobile-phones-p-1630019405688090624.html,Full Series Of Waterproof Adhesive For Mobile Phoneslists,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Full Series Of Waterproof Adhesive For Mobile Phoneslists,,1,6.935,Full Series Of Waterproof Adhesive For Mobile Phoneslists,6.13,7.74,6.9350000000000005,0.8050000000000006,Full Series Of Waterproof Adhesive For Mobile Phoneslists,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,6.9350000000000005,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/vertical-wireless-charger-supports-qi-charging-suitable-for---mobile-phones-p-1371754356415795200.html,Vertical Wireless Charger Supports Qi Charging Suitable For,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Vertical Wireless Charger Supports Qi Charging Suitable For,,1,3.35,Vertical Wireless Charger Supports Qi Charging Suitable For,3.35,3.35,3.35,0.0,Vertical Wireless Charger Supports Qi Charging Suitable For,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,3.35,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/high-definition-tempered-film-for-high-end-spot-mobile-phones-p-1450305602059374592.html,High-definition Tempered Film For High-end Spot Mobile Phoneslists,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,High-definition Tempered Film For High-end Spot Mobile Phoneslists,,1,1.04,High-definition Tempered Film For High-end Spot Mobile Phoneslists,1.04,1.04,1.04,0.0,High-definition Tempered Film For High-end Spot Mobile Phoneslists,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,1.04,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/compatible-with-apple--waterproof-mobile-phone-case-suitable-for-all-types-of-mobile-phones-p-1422101719474638848.html,Compatible With Apple Waterproof Mobile Phone Case Suitable,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Compatible With Apple Waterproof Mobile Phone Case Suitable,,1,5.12,Compatible With Apple Waterproof Mobile Phone Case Suitable,3.94,6.3,5.12,1.1800000000000002,Compatible With Apple Waterproof Mobile Phone Case Suitable,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,5.12,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/mobile-phone-dual-charge-wireless-charger-supports-fast-charging-of-two-mobile-phones--wireless-charger-p-1398113853656666112.html,Mobile Phone Dual-charge Wireless Charger Supports Fast Charging,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Mobile Phone Dual-charge Wireless Charger Supports Fast Charging,,1,11.22,Mobile Phone Dual-charge Wireless Charger Supports Fast Charging,11.22,11.22,11.22,0.0,Mobile Phone Dual-charge Wireless Charger Supports Fast Charging,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,11.22,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/smart-wireless-charging-for-mobile-phones-p-D1900A8B-EBEF-4965-98EA-F0D7663A2F37.html,Smart Wireless Charging For Mobile Phoneslists 2541444qty,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Smart Wireless Charging For Mobile Phoneslists,,1,14.44,Smart Wireless Charging For Mobile Phoneslists 2541444qty,14.44,14.44,14.44,0.0,Smart Wireless Charging For Mobile Phoneslists 2541444qty,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,14.44,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/three-in-one-charging-cable-for-mobile-phones-p-4B2E845A-77FC-44C7-B7F6-C8F745CD74BE.html,Three-in-one Charging Cable For Mobile Phoneslists 250082qty,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Three-in-one Charging Cable For Mobile Phoneslists,,1,0.82,Three-in-one Charging Cable For Mobile Phoneslists 250082qty,0.82,0.82,0.82,0.0,Three-in-one Charging Cable For Mobile Phoneslists 250082qty,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,0.82,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/thin-and-portable-portable-battery-for-mobile-phones-p-1729730611109171200.html,Thin And Portable Portable Battery For Mobile Phoneslists,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Thin And Portable Portable Battery For Mobile Phoneslists,,1,4.995,Thin And Portable Portable Battery For Mobile Phoneslists,3.69,6.3,4.995,1.3050000000000002,Thin And Portable Portable Battery For Mobile Phoneslists,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,4.995,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/the-usb-charger-is-suitable-for-huawei-and-xiaomi-mobile-phones-us-europe-and-uk-wall-charger-plugs-p-1383971214913048576.html,The Usb Charger Is Suitable For Huawei And,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,The Usb Charger Is Suitable For Huawei And,,1,2.07,The Usb Charger Is Suitable For Huawei And,2.07,2.07,2.07,0.0,The Usb Charger Is Suitable For Huawei And,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,2.07,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/anti-scratch-carbon-fiber-rear-film-for-mobile-phones-p-1687645552621658112.html,Anti Scratch Carbon Fiber Rear Film For Mobile,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Anti Scratch Carbon Fiber Rear Film For Mobile,,1,0.06,Anti Scratch Carbon Fiber Rear Film For Mobile,0.06,0.06,0.06,0.0,Anti Scratch Carbon Fiber Rear Film For Mobile,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,0.06,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/anti-electromagnetic-wave-stickers-for-mobile-phones-p-01077179-CDDF-4DED-AE61-E8CA84EF3EDF.html,Anti-electromagnetic Wave Stickers For Mobile Phoneslists 125137qty,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Anti-electromagnetic Wave Stickers For Mobile Phoneslists,,1,1.37,Anti-electromagnetic Wave Stickers For Mobile Phoneslists 125137qty,1.37,1.37,1.37,0.0,Anti-electromagnetic Wave Stickers For Mobile Phoneslists 125137qty,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,1.37,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/weaving-type-c-data-cable-for-fast-charging-of-mobile-phones-p-1743879816438358016.html,Weaving Type-c Data Cable For Fast Charging Of,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Weaving Type-c Data Cable For Fast Charging Of,,1,0.67,Weaving Type-c Data Cable For Fast Charging Of,0.55,0.79,0.67,0.12,Weaving Type-c Data Cable For Fast Charging Of,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,0.67,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/universal-multi-function-live-broadcast-stand-for-mobile-phones-p-1418113794164527104.html,Universal Multi-function Live Broadcast Stand For Mobile Phoneslists,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Universal Multi-function Live Broadcast Stand For Mobile Phoneslists,,1,5.735,Universal Multi-function Live Broadcast Stand For Mobile Phoneslists,5.59,5.88,5.734999999999999,0.14499999999999957,Universal Multi-function Live Broadcast Stand For Mobile Phoneslists,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,5.734999999999999,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/fdgao-15w-infrared-touch-sensor-car-wireless-charger-is-suitable-for-wireless-charging-mobile-phones-universal-p-1390912662338146304.html,Fdgao 15w Infrared Touch Sensor Car Wireless Charger,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Fdgao 15w Infrared Touch Sensor Car Wireless Charger,,1,8.83,Fdgao 15w Infrared Touch Sensor Car Wireless Charger,8.83,8.83,8.83,0.0,Fdgao 15w Infrared Touch Sensor Car Wireless Charger,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,8.83,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/fdgao-18w-fast-charging-plug-pd-fast-charging-usb-typ-c-dual-port-charging-suitable-for-apple-12-mobile-phones-p-1384680287966990336.html,Fdgao 18w Fast Charging Plug Pd Fast Charging,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Fdgao 18w Fast Charging Plug Pd Fast Charging,,1,2.97,Fdgao 18w Fast Charging Plug Pd Fast Charging,2.97,2.97,2.97,0.0,Fdgao 18w Fast Charging Plug Pd Fast Charging,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,2.97,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/wrist-strap-crossbody-chain-protective-case-for-mobile-phones-p-1518410579566931968.html,Wrist Strap Crossbody Chain Protective Case For Mobile,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Wrist Strap Crossbody Chain Protective Case For Mobile,,1,4.12,Wrist Strap Crossbody Chain Protective Case For Mobile,4.12,4.12,4.12,0.0,Wrist Strap Crossbody Chain Protective Case For Mobile,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,4.12,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/universal-portable-auxiliary-grip-for-mobile-phones-p-1504994018080600064.html,Universal Portable Auxiliary Grip For Mobile Phoneslists 90059qty,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Universal Portable Auxiliary Grip For Mobile Phoneslists,,1,0.59,Universal Portable Auxiliary Grip For Mobile Phoneslists 90059qty,0.59,0.59,0.59,0.0,Universal Portable Auxiliary Grip For Mobile Phoneslists 90059qty,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,0.59,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/supports-10-mobile-phones-and-fast-charge-at-the-same-time-usb-multi-port-charger-smart-charging-set-p-1575118210695966720.html,Supports 10 Mobile Phones And Fast Charge At,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Supports 10 Mobile Phones And Fast Charge At,,1,5.44,Supports 10 Mobile Phones And Fast Charge At,5.44,5.44,5.44,0.0,Supports 10 Mobile Phones And Fast Charge At,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,5.44,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/three-in-one-walking-universal-game-handle-for-mobile-phones-p-1461173153001771008.html,Three In One Walking Universal Game Handle For,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Three In One Walking Universal Game Handle For,,1,0.77,Three In One Walking Universal Game Handle For,0.77,0.77,0.77,0.0,Three In One Walking Universal Game Handle For,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,0.77,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/with-cable-four-wire-solar-energy-portable-battery-for-mobile-phones-p-2407201428441622700.html,With Cable Four-wire Solar Energy Portable Battery For,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,With Cable Four-wire Solar Energy Portable Battery For,,1,4.7,With Cable Four-wire Solar Energy Portable Battery For,4.7,4.7,4.7,0.0,With Cable Four-wire Solar Energy Portable Battery For,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,4.7,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/with-cable-integrated-super-large-capacity-portable-battery-for-mobile-phones-p-2411190845531612800.html,With Cable Integrated Super Large Capacity Portable Battery,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,With Cable Integrated Super Large Capacity Portable Battery,,1,19.16,With Cable Integrated Super Large Capacity Portable Battery,14.06,24.26,19.16,5.1,With Cable Integrated Super Large Capacity Portable Battery,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,19.16,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/land-rover-discovery-god-line-is-suitable-for-car-wireless-charger-fast-charging-free-wireless-charging-for-mobile-phones-p-1407148561195470848.html,Land Rover Discovery God Line Is Suitable For,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Land Rover Discovery God Line Is Suitable For,,1,34.4,Land Rover Discovery God Line Is Suitable For,34.4,34.4,34.4,0.0,Land Rover Discovery God Line Is Suitable For,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,34.4,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/18x-high-definition-external-telephoto-lens-for-mobile-phones-p-2408240740301604000.html,18x High-definition External Telephoto Lens For Mobile Phoneslists,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,18x High-definition External Telephoto Lens For Mobile Phoneslists,,1,4.835,18x High-definition External Telephoto Lens For Mobile Phoneslists,4.53,5.14,4.835,0.3049999999999997,18x High-definition External Telephoto Lens For Mobile Phoneslists,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,4.835,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/super-fast-charge-two-way-portable-battery-for-mobile-phones-intelligent-digital-display-multi-port-p-2411160350131624400.html,Super Fast Charge Two-way Portable Battery For Mobile,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Super Fast Charge Two-way Portable Battery For Mobile,,1,7.46,Super Fast Charge Two-way Portable Battery For Mobile,7.13,7.79,7.46,0.33000000000000007,Super Fast Charge Two-way Portable Battery For Mobile,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,7.46,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/bicycle-motor-bike-360-waterproof-phone-case-mount-holder-for-all-mobile-phones-p-1910249066734342145.html,Bicycle Motor Bike 360 Waterproof Phone Case Mount,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Bicycle Motor Bike 360 Waterproof Phone Case Mount,,1,7.14,Bicycle Motor Bike 360 Waterproof Phone Case Mount,7.14,7.14,7.14,0.0,Bicycle Motor Bike 360 Waterproof Phone Case Mount,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,7.14,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/large-capacity-digital-display-fast-charge-portable-with-cable-portable-battery-for-mobile-phones-p-2410190807151625500.html,Large Capacity Digital Display Fast Charge Portable With,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Large Capacity Digital Display Fast Charge Portable With,,1,18.575,Large Capacity Digital Display Fast Charge Portable With,15.26,21.89,18.575,3.3149999999999995,Large Capacity Digital Display Fast Charge Portable With,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,18.575,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/rhinestone-lens-protector-for-mobile-phones-p-2503171008381610700.html,Rhinestone Lens Protector For Mobile Phoneslists 5096-142qty,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Rhinestone Lens Protector For Mobile Phoneslists 5096,,1,1.19,Rhinestone Lens Protector For Mobile Phoneslists 5096-142qty,0.96,1.42,1.19,0.22999999999999998,Rhinestone Lens Protector For Mobile Phoneslists 5096-142qty,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,1.19,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/universal-adjust-360-mobile-phone-stand-desktop-holder.-for-mobile-phones-uk-p-1917457260801982466.html,Universal Adjust 360 Mobile Phone Stand Desktop Holder,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Universal Adjust 360 Mobile Phone Stand Desktop Holder,,1,13.7,Universal Adjust 360 Mobile Phone Stand Desktop Holder,13.7,13.7,13.7,0.0,Universal Adjust 360 Mobile Phone Stand Desktop Holder,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,13.7,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/30000mah-romoss-sense-8%2B-power-bank-portable-external-battery-with-qc-two-way-fast-charging-portable-charger-for-phones-tablet-p-71ADE93B-75BE-4EC2-80A5-BE88066456E0.html,30000mah Romoss Sense 8 Power Bank Portable External,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,30000mah Romoss Sense 8 Power Bank Portable External,,1,18.65,30000mah Romoss Sense 8 Power Bank Portable External,18.65,18.65,18.65,0.0,30000mah Romoss Sense 8 Power Bank Portable External,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,18.65,20,1
https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,https://www.cjdropshipping.com/product/wireless-charger-three-in-one-wireless-charger-for--phones-and-watches-p-6A4D352A-D34A-4CE5-A8D2-4D10501A3F2F.html,Wireless Charger Three-in-one Wireless Charger For Phones And,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,Wireless Charger Three-in-one Wireless Charger For Phones And,,1,11.77,Wireless Charger Three-in-one Wireless Charger For Phones And,11.77,11.77,11.77,0.0,Wireless Charger Three-in-one Wireless Charger For Phones And,0.0,3.01,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,11.77,20,1
